"","name","player_id","year","pa","avg","obp","slg","ops","woba","home_run","adj_k_pct","adj_bb_pct","adj_xba","adj_xslg","adj_xwoba","adj_xwobacon","adj_barrel_pct","adj_hh_pct","adj_zswm_pct","adj_ozsw_pct","adj_ozswm_pct","adj_hr_rate","probC1","probC2","probC3","probC4","probC5","probC6","Cluster","PlayerYear"
"621","Bellinger, Cody",641355,2018,632,0.26,0.343,0.47,0.813,0.345,25,111.51,125.46,95.92,105.35,102.26,105.18,121.05,106.33,153.76,87.66,92.5,126.15,0.588,0.065,0.001,0.001,0.209,0.136,1,"Cody Bellinger 2018"
"622","Bellinger, Cody",641355,2019,661,0.305,0.406,0.629,1.035,0.414,47,74.06,165,126.64,145.53,131.76,126.87,162.49,121.73,116.04,82.3,78.73,187.31,0.002,0,0,0.995,0,0.003,4,"Cody Bellinger 2019"
"623","Bellinger, Cody",641355,2021,350,0.165,0.24,0.302,0.542,0.237,10,120.49,100.22,84.26,85.36,86.77,90.29,84.13,86.55,139.61,111.05,93.31,83.75,0.013,0.956,0.026,0,0.002,0.003,2,"Cody Bellinger 2021"
"624","Bellinger, Cody",641355,2022,550,0.21,0.265,0.389,0.654,0.284,19,123.59,84.34,88.05,90.05,89.28,95.55,105.73,97.96,128.95,108.21,88.86,118.28,0.132,0.807,0.027,0,0.016,0.017,2,"Cody Bellinger 2022"
"625","Bellinger, Cody",641355,2023,556,0.307,0.356,0.525,0.881,0.37,26,69.5,83.34,107.31,103.95,101.34,94.02,72.17,78.54,86.11,108.08,72.91,143.92,0.16,0.02,0.394,0,0,0.426,6,"Cody Bellinger 2023"
"626","Rasmus, Colby",458675,2015,485,0.238,0.314,0.475,0.789,0.339,25,162.13,123.49,85.05,103.25,98.13,114.26,169.43,103.39,156.2,93.74,130.26,185.4,0.018,0.003,0,0,0.979,0,5,"Colby Rasmus 2015"
"627","Rasmus, Colby",458675,2016,417,0.206,0.286,0.355,0.641,0.282,15,142.4,122.85,88.1,97.29,97.43,107.81,126.43,103.75,141.3,94.54,152.28,113.15,0.055,0.073,0,0,0.871,0.002,5,"Colby Rasmus 2016"
"628","Moran, Colin",592567,2018,465,0.277,0.34,0.407,0.747,0.322,11,82.11,96.68,107.26,100.72,102.26,97.4,74.6,98.13,77.77,95.92,91.53,75.44,0.167,0.039,0.215,0,0,0.579,6,"Colin Moran 2018"
"629","Moran, Colin",592567,2019,503,0.277,0.322,0.429,0.751,0.315,13,105.87,68.75,103.21,100.15,96.22,100.87,94.68,92.29,93.3,123.79,95.1,68.08,0.411,0.224,0.235,0,0.001,0.129,1,"Colin Moran 2019"
"630","Moran, Colin",592567,2021,359,0.258,0.334,0.39,0.724,0.318,10,108.4,112.61,98.77,93.23,97.27,97.12,95.98,93.59,114.38,113.94,90.76,81.65,0.303,0.418,0.113,0,0.006,0.16,2,"Colin Moran 2021"
"631","Joe, Connor",656582,2021,211,0.285,0.379,0.469,0.848,0.366,8,86.9,138.51,114.09,110.4,114.25,107.88,117.31,98.12,90.83,63.66,113.04,111.14,0.191,0.001,0.001,0.006,0.004,0.797,6,"Connor Joe 2021"
"632","Joe, Connor",656582,2022,467,0.238,0.338,0.359,0.697,0.314,7,94.17,144.23,99.62,86.49,99.88,91.43,57.33,86.91,83.47,74.07,95.28,51.32,0.026,0.265,0.318,0,0,0.391,6,"Connor Joe 2022"
"633","Joe, Connor",656582,2023,472,0.247,0.339,0.421,0.76,0.332,11,103.81,122.69,99.3,96.76,101.96,99.28,97.02,104.56,99.31,68.33,99.22,71.72,0.206,0.154,0.034,0,0.012,0.594,6,"Connor Joe 2023"
"634","Wong, Connor",657136,2023,403,0.235,0.287,0.385,0.672,0.292,9,148.37,63.66,84.49,86.46,84.92,99.55,107.67,94.55,129.16,120.28,122.06,68.73,0.021,0.96,0.003,0,0.016,0,2,"Connor Wong 2023"
"635","Gillaspie, Conor",543216,2015,253,0.228,0.269,0.359,0.628,0.269,4,94.83,64.93,89.44,80.8,82.62,82.4,28.24,77.47,73.12,118.96,117.15,56.87,0.001,0.514,0.484,0,0,0.001,2,"Conor Gillaspie 2015"
"636","Gillaspie, Conor",543216,2016,205,0.262,0.307,0.44,0.747,0.314,6,67.27,70.37,105.09,97.53,95.56,90.6,65.5,104.88,52.59,124.43,89.74,92.06,0.074,0.027,0.751,0,0,0.148,3,"Conor Gillaspie 2016"
"637","Hummel, Cooper",669450,2022,201,0.176,0.274,0.307,0.581,0.262,3,143.97,139.35,86.81,84.46,93.78,102.69,90.45,91.02,105.92,63.83,141.37,51.1,0.014,0.86,0.002,0,0.114,0.01,2,"Cooper Hummel 2022"
"638","Carroll, Corbin",682998,2023,645,0.285,0.362,0.506,0.868,0.37,25,86.44,101.86,107.31,105.63,106.61,101.65,89.92,102.31,81.52,97.62,85.83,119.29,0.332,0.01,0.035,0,0.001,0.623,6,"Corbin Carroll 2023"
"639","Dickerson, Corey",572816,2015,234,0.304,0.333,0.536,0.869,0.371,10,121.85,54.74,111.01,124.7,110.79,123.59,188.84,110.97,131.61,137.37,87.73,153.71,0.967,0,0,0.016,0.009,0.009,1,"Corey Dickerson 2015"
"640","Dickerson, Corey",572816,2016,548,0.245,0.293,0.469,0.762,0.319,24,120.3,71.56,90.87,104.96,94.63,102.7,169.08,107.42,167.92,142.5,86.34,137.76,0.809,0.083,0.001,0,0.101,0.006,1,"Corey Dickerson 2016"
"641","Dickerson, Corey",572816,2017,628,0.282,0.325,0.49,0.815,0.341,27,115.94,63.9,100.43,104.14,96.67,104.94,112.3,91.91,159.01,155.44,79.33,124.74,0.869,0.096,0.012,0,0.008,0.015,1,"Corey Dickerson 2017"
"642","Dickerson, Corey",572816,2018,533,0.3,0.33,0.474,0.804,0.341,13,69.98,44.89,114.54,109.74,103.2,100.35,85.86,88.57,107.46,150.17,69.56,77.78,0.423,0.01,0.412,0,0,0.155,1,"Corey Dickerson 2018"
"643","Dickerson, Corey",572816,2019,279,0.304,0.341,0.565,0.906,0.367,12,91.33,65.31,104.01,108.4,98.67,101.13,104.92,92.29,145.2,148.69,75.11,113.3,0.84,0.052,0.051,0,0.001,0.057,1,"Corey Dickerson 2019"
"644","Dickerson, Corey",572816,2021,365,0.271,0.326,0.408,0.734,0.317,6,83.31,76.58,98.37,88.23,91.09,86.36,35.55,89.82,129.52,127.33,62.21,48.19,0.01,0.157,0.822,0,0,0.012,3,"Corey Dickerson 2021"
"645","Dickerson, Corey",572816,2022,297,0.267,0.3,0.399,0.699,0.303,6,73.34,48.89,109.13,94.38,94.1,90.61,48.41,84.34,98.44,139.27,78.88,69.17,0.026,0.035,0.916,0,0,0.023,3,"Corey Dickerson 2022"
"646","Julks, Corey",667452,2023,323,0.245,0.297,0.352,0.649,0.286,6,103.37,78.71,99.3,89.34,91.43,92.96,57.98,90.05,103.33,105.29,90.91,57.17,0.044,0.476,0.433,0,0,0.047,2,"Corey Julks 2023"
"647","Seager, Corey",608369,2016,687,0.308,0.365,0.512,0.877,0.372,26,95.26,94.22,120.1,124.85,117.35,119.37,126.43,124.05,93.78,100.1,116.69,119.04,0.725,0,0,0.089,0.004,0.182,1,"Corey Seager 2016"
"648","Seager, Corey",608369,2017,613,0.295,0.375,0.479,0.854,0.364,22,102.53,124.38,118.15,122.43,117.92,120.58,127.27,128.45,110.54,93.55,127.54,104.13,0.584,0,0,0.255,0.023,0.137,1,"Corey Seager 2017"
"649","Seager, Corey",608369,2019,541,0.272,0.335,0.483,0.818,0.34,19,82.24,92.81,102.02,105.19,101.43,96.97,93.4,101.31,100.3,93.02,116.28,92.52,0.453,0.1,0.049,0,0.005,0.392,1,"Corey Seager 2019"
"650","Seager, Corey",608369,2021,409,0.306,0.394,0.521,0.915,0.389,16,72.11,131.75,118.93,126.38,121.04,112.34,146.94,124.04,96.44,97.3,136.49,114.67,0.473,0,0,0.287,0.005,0.234,1,"Corey Seager 2021"
"651","Seager, Corey",608369,2022,663,0.245,0.317,0.455,0.772,0.331,33,70.17,106.34,116.98,129.74,119.47,113.4,133.76,116.99,85.77,104.11,130.2,170.41,0.617,0,0,0.204,0.003,0.176,1,"Corey Seager 2022"
"652","Seager, Corey",608369,2023,536,0.327,0.39,0.623,1.013,0.419,33,73.07,105.33,125.73,146.58,127.69,124.3,179.84,133.08,80.94,97.97,129.21,189.48,0.012,0,0,0.986,0,0.002,4,"Corey Seager 2023"
"653","Spangenberg, Cory",605486,2015,344,0.271,0.333,0.399,0.732,0.319,4,111.15,103.12,101.02,86.29,94.33,96.13,22.94,93.78,76.44,105.67,110.47,41.82,0.035,0.492,0.407,0,0,0.067,2,"Cory Spangenberg 2015"
"654","Spangenberg, Cory",605486,2017,486,0.264,0.322,0.401,0.723,0.313,13,126.01,79.88,93.73,88.19,90.82,97.79,65.88,84.08,93.4,111.76,121.42,77.61,0.047,0.875,0.065,0,0.003,0.011,2,"Cory Spangenberg 2017"
"655","Spangenberg, Cory",605486,2018,329,0.235,0.298,0.362,0.66,0.29,7,153.03,87.48,89.04,87.06,89.44,105.45,80.23,104.69,135.95,117.12,116.91,67.85,0.064,0.875,0.003,0,0.057,0.002,2,"Cory Spangenberg 2018"
"656","Adames, Cristhian",542436,2016,256,0.218,0.304,0.302,0.606,0.274,2,90.35,112.12,88.89,70.69,86.53,76.89,33.51,68.51,89.98,97.66,93.41,24.57,0,0.397,0.601,0,0,0.002,3,"Cristhian Adames 2016"
"657","Pache, Cristian",665506,2022,260,0.166,0.218,0.241,0.459,0.207,3,121.78,70.89,94.25,76.32,83.18,89.51,43.31,104.91,115.71,93.53,136.85,39.51,0.005,0.971,0.022,0,0.001,0.001,2,"Cristian Pache 2022"
"658","Casali, Curt",592200,2016,256,0.186,0.273,0.336,0.609,0.268,8,157.13,116.89,77.83,79.32,84.67,94.1,92.92,88.25,145.11,83.07,141.29,98.3,0.002,0.906,0,0,0.091,0,2,"Curt Casali 2016"
"659","Casali, Curt",592200,2019,236,0.251,0.331,0.411,0.742,0.316,8,113.59,121.46,93.29,89.84,94.69,95.93,76.77,82.21,86.89,70.19,111.71,89.3,0.052,0.724,0.079,0,0.007,0.139,2,"Curt Casali 2019"
"660","Casali, Curt",592200,2021,231,0.21,0.313,0.35,0.663,0.289,5,128.1,127.25,80.22,78.69,86.46,88.19,69.91,78.25,127.28,72.34,124.88,63.45,0.001,0.99,0.004,0,0.003,0.001,2,"Curt Casali 2021"
"661","Granderson, Curtis",434158,2015,682,0.259,0.364,0.457,0.821,0.357,26,112.68,169.32,103.02,114.97,114.9,114.8,146.48,116.5,95.71,65.79,100.57,137.12,0.298,0.001,0,0.205,0.082,0.414,6,"Curtis Granderson 2015"
"662","Granderson, Curtis",434158,2016,633,0.237,0.335,0.464,0.799,0.339,30,100.66,139.55,96.79,102.09,103.65,99.48,105.11,93.32,80.47,70.21,112.24,149.07,0.28,0.063,0.009,0,0.029,0.618,6,"Curtis Granderson 2016"
"663","Granderson, Curtis",434158,2017,527,0.212,0.323,0.452,0.775,0.33,26,111.63,154.05,88.61,106.48,104.68,103.35,163.2,99.74,76.85,72.08,93.87,143.14,0.346,0.035,0.002,0.003,0.095,0.519,6,"Curtis Granderson 2017"
"664","Granderson, Curtis",434158,2018,403,0.242,0.351,0.431,0.782,0.341,13,122.7,154.23,100.78,101.7,106.95,110.01,88.67,93.76,107.46,77.6,115.94,102.88,0.38,0.077,0.003,0.001,0.137,0.403,6,"Curtis Granderson 2018"
"665","Granderson, Curtis",434158,2019,363,0.183,0.281,0.356,0.637,0.275,12,122.68,129.48,84.95,88.69,93.77,95.15,92.12,92.29,86.3,77.46,113.88,87.08,0.038,0.87,0.025,0,0.018,0.049,2,"Curtis Granderson 2019"
"666","Hernández, César",514917,2015,452,0.272,0.339,0.348,0.687,0.306,1,96.87,112.03,99.43,80.8,92.75,88.44,21.18,78.35,76.44,91.69,123.04,7.96,0.003,0.483,0.493,0,0,0.021,3,"César Hernández 2015"
"667","Hernández, César",514917,2016,622,0.294,0.371,0.393,0.764,0.335,6,91.33,126.43,105.88,83.63,97.12,91.68,27.42,82.33,83.01,82.37,99.69,30.34,0.01,0.199,0.631,0,0,0.16,3,"César Hernández 2016"
"668","Hernández, César",514917,2017,577,0.294,0.373,0.421,0.794,0.346,9,86.24,120.96,106.73,92.88,101.91,95.4,43.42,86.11,83.94,74.26,102.03,45.26,0.04,0.113,0.326,0,0,0.521,6,"César Hernández 2017"
"669","Hernández, César",514917,2018,708,0.253,0.356,0.362,0.718,0.32,15,102.17,154.23,97.95,85.6,98.51,92.84,59.12,77.91,78.96,64.67,101.78,67.57,0.022,0.392,0.214,0,0.001,0.371,2,"César Hernández 2018"
"670","Hernández, César",514917,2019,667,0.279,0.333,0.408,0.741,0.315,14,68.16,76.77,104.8,85.94,92.54,84.49,34.55,75.05,63.56,95.78,75.11,55.29,0.001,0.015,0.968,0,0,0.016,3,"César Hernández 2019"
"671","Hernández, César",514917,2021,637,0.232,0.308,0.386,0.694,0.302,21,94.96,104.73,97.96,92.04,96.03,92.66,80.58,83.53,87.47,94.41,88.44,96.63,0.09,0.302,0.38,0,0.001,0.227,3,"César Hernández 2021"
"672","Hernández, César",514917,2022,617,0.248,0.311,0.318,0.629,0.283,1,83.75,89.23,102.51,83.69,93.13,87.04,30.57,76.37,77.71,88.41,93.37,5.55,0.001,0.099,0.88,0,0,0.019,3,"César Hernández 2022"
"673","LeMahieu, DJ",518934,2015,620,0.301,0.358,0.388,0.746,0.327,6,88.2,103.12,110.21,94.52,100.98,98.05,33.53,117.38,73.78,80.44,83.72,34.81,0.058,0.031,0.281,0,0,0.63,6,"DJ LeMahieu 2015"
"674","LeMahieu, DJ",518934,2016,635,0.348,0.416,0.495,0.911,0.391,11,61.87,124.04,133.14,117.42,121.71,111.57,74.64,134.48,51.96,80.63,54.42,54.49,0.022,0,0.001,0.001,0,0.976,6,"DJ LeMahieu 2016"
"675","LeMahieu, DJ",518934,2017,682,0.31,0.374,0.409,0.783,0.342,8,63.24,99.28,119.73,94.75,104.99,94.61,28.45,120.04,54.38,81.18,58.16,34.03,0.011,0.001,0.36,0,0,0.629,6,"DJ LeMahieu 2017"
"676","LeMahieu, DJ",518934,2018,581,0.276,0.321,0.428,0.749,0.322,15,65.78,73.66,111.71,102.18,101.95,94.72,73.19,118.09,40.37,83.35,82.01,82.34,0.065,0.004,0.217,0,0,0.715,6,"DJ LeMahieu 2018"
"677","LeMahieu, DJ",518934,2019,655,0.327,0.375,0.518,0.893,0.375,26,62.25,80.21,125.84,120.09,115.83,107.89,95.96,129.15,61.23,94.4,68.85,104.57,0.164,0,0.003,0.001,0,0.831,6,"DJ LeMahieu 2019"
"678","LeMahieu, DJ",518934,2021,679,0.268,0.349,0.362,0.711,0.315,10,61.81,121.62,114.09,94.66,104.99,91.87,43.84,109.44,54.95,73.79,65.69,43.17,0.009,0.002,0.289,0,0,0.701,6,"DJ LeMahieu 2021"
"679","LeMahieu, DJ",518934,2022,541,0.261,0.357,0.377,0.734,0.329,12,59.31,151.57,113.26,102.52,110.48,94.45,67.52,105.68,61.6,83.63,63.2,75.94,0.017,0.001,0.052,0,0,0.931,6,"DJ LeMahieu 2022"
"680","LeMahieu, DJ",518934,2023,562,0.243,0.327,0.39,0.717,0.315,15,98.91,123.85,102.11,94.13,99.79,97.18,69.81,107.56,74.63,80.54,84.22,82.14,0.115,0.08,0.134,0,0.001,0.67,6,"DJ LeMahieu 2023"
"681","Peters, DJ",656847,2021,240,0.197,0.242,0.422,0.664,0.272,13,153.19,56.31,80.22,89.66,84.3,104.99,131.53,97.87,178.86,126.96,109.56,158.78,0.081,0.551,0,0,0.368,0,2,"DJ Peters 2021"
"682","Stewart, DJ",621466,2021,318,0.204,0.324,0.374,0.698,0.31,12,125.42,155.4,82.64,91.09,96.96,97.12,111.39,86.3,128.4,81.03,136.26,110.61,0.042,0.592,0.001,0,0.352,0.013,2,"DJ Stewart 2021"
"683","Lee, Dae-Ho",493193,2016,317,0.253,0.312,0.428,0.74,0.318,14,114.41,75.14,103.12,101.13,99.92,105.12,118.82,103.47,90.61,105.31,114.08,138.92,0.803,0.055,0.008,0,0.02,0.115,1,"Dae-Ho Lee 2016"
"684","Descalso, Daniel",518614,2015,209,0.205,0.283,0.324,0.607,0.259,5,109.62,122.21,77.07,69.58,76.6,75.8,49.42,74.85,99.7,93.74,108.06,86.05,0,0.953,0.047,0,0,0,2,"Daniel Descalso 2015"
"685","Descalso, Daniel",518614,2016,289,0.264,0.349,0.424,0.773,0.332,8,95.26,140.74,102.33,89.39,98.98,93.29,45.7,99.81,91.25,65.34,121.66,87.07,0.086,0.302,0.076,0,0.006,0.53,6,"Daniel Descalso 2016"
"686","Descalso, Daniel",518614,2017,398,0.233,0.332,0.395,0.727,0.318,10,107.32,138.07,87.43,88.66,95.44,89.84,76.36,84.66,92.22,61.52,132.39,72.9,0.017,0.887,0.027,0,0.011,0.057,2,"Daniel Descalso 2017"
"687","Descalso, Daniel",518614,2018,423,0.238,0.353,0.436,0.789,0.341,13,121.3,173.8,92.69,96.09,103.82,104.11,143.57,96.22,131.2,70.77,124.97,98.01,0.136,0.099,0,0.001,0.68,0.084,5,"Daniel Descalso 2018"
"688","Murphy, Daniel",502517,2015,538,0.281,0.322,0.449,0.771,0.325,14,36.2,73.84,113.4,113.47,106.04,94.48,82.95,110.39,27.25,107.37,46.54,93.6,0.026,0,0.331,0,0,0.642,6,"Daniel Murphy 2015"
"689","Murphy, Daniel",502517,2016,582,0.347,0.39,0.595,0.985,0.408,25,48.12,71.56,125.63,135.16,122.95,113.19,129.48,117,38.02,106.7,59.39,135.11,0.174,0,0.001,0.007,0,0.818,6,"Daniel Murphy 2016"
"690","Murphy, Daniel",502517,2017,593,0.322,0.384,0.543,0.927,0.385,23,62.28,100.42,118.54,115.39,110.53,103.09,71.87,121.2,53.2,111.39,57.39,112.53,0.125,0,0.028,0,0,0.847,6,"Daniel Murphy 2017"
"691","Murphy, Daniel",502517,2018,351,0.299,0.336,0.454,0.79,0.338,12,53.19,65.61,123.04,110.96,107.26,99.01,67.56,79.27,46.31,105.62,64.92,109.03,0.045,0,0.357,0,0,0.598,6,"Daniel Murphy 2018"
"692","Murphy, Daniel",502517,2019,478,0.279,0.328,0.452,0.78,0.328,13,70.43,76.77,98.85,84.57,88.86,81.38,30.71,75.05,48.4,104.08,69.34,71.64,0,0.013,0.981,0,0,0.005,3,"Daniel Murphy 2019"
"693","Nava, Daniel",537953,2017,214,0.301,0.393,0.421,0.814,0.357,4,85.28,138.07,110.67,99.91,109.91,101.23,71.87,88.72,70.94,69.53,95.66,54.23,0.043,0.009,0.047,0,0,0.901,6,"Daniel Nava 2017"
"694","Palka, Daniel",594953,2018,449,0.24,0.294,0.484,0.778,0.329,27,159.09,77.12,91.88,109.01,97.57,121.28,202.68,133.94,162.08,107.42,134.73,191.78,0.042,0,0,0.002,0.955,0,5,"Daniel Palka 2018"
"695","Robertson, Daniel",621002,2017,254,0.206,0.308,0.326,0.634,0.284,5,137.5,130.09,72.07,70.13,83.74,82.68,50.91,88.14,111.13,68.8,106.88,57.11,0,0.993,0.006,0,0,0,2,"Daniel Robertson 2017"
"696","Robertson, Daniel",621002,2018,340,0.262,0.382,0.415,0.797,0.354,9,105.44,145.02,92.28,89.5,102.57,94.18,74.6,95.13,108.05,73.29,116.42,84.42,0.105,0.579,0.031,0,0.031,0.254,2,"Daniel Robertson 2018"
"697","Robertson, Daniel",621002,2019,237,0.213,0.312,0.295,0.607,0.275,2,113.14,115.73,84.56,67.61,85.49,79.56,17.91,89.64,95.05,85.41,97.5,22.23,0,0.819,0.179,0,0,0.001,2,"Daniel Robertson 2019"
"698","Vogelbach, Daniel",596129,2019,558,0.208,0.341,0.439,0.78,0.333,30,121.32,189.06,88.92,100.84,105.72,105.81,134.34,100.78,123.63,67.77,95.1,141.63,0.196,0.044,0,0.004,0.529,0.227,5,"Daniel Vogelbach 2019"
"699","Vogelbach, Daniel",596129,2021,258,0.219,0.349,0.381,0.73,0.325,9,98.99,188.06,95.95,93,104.06,95.54,97.17,122.53,79.62,61.49,75.9,102.25,0.057,0.02,0.009,0,0.004,0.91,6,"Daniel Vogelbach 2021"
"700","Vogelbach, Daniel",596129,2022,461,0.238,0.36,0.433,0.793,0.349,18,111.82,193.13,97.55,108.88,112.4,111.75,135.03,102.59,80.02,69.98,78.88,133.68,0.163,0.002,0,0.016,0.021,0.797,6,"Daniel Vogelbach 2022"
"701","Vogelbach, Daniel",596129,2023,319,0.233,0.339,0.404,0.743,0.327,13,113.17,152.79,91.69,96.05,100.41,99.02,110.04,125.07,76.92,74.61,94.14,125.42,0.291,0.085,0.007,0,0.052,0.564,6,"Daniel Vogelbach 2023"
"702","Espinosa, Danny",457787,2015,412,0.24,0.311,0.409,0.72,0.31,13,131.03,101.85,80.26,83.55,86.1,90.64,112.95,83.01,140.91,126.12,103.24,113.49,0.015,0.969,0.006,0,0.009,0.001,2,"Danny Espinosa 2015"
"703","Espinosa, Danny",457787,2016,601,0.209,0.306,0.378,0.684,0.294,24,142.4,107.34,77.83,86.51,89.02,97.33,124.91,94.17,139.4,112.26,131.08,125.61,0.03,0.753,0,0,0.216,0.001,2,"Danny Espinosa 2016"
"704","Espinosa, Danny",457787,2017,295,0.173,0.245,0.278,0.523,0.232,6,176.79,81.02,74.04,75.76,80.05,99.64,103.31,83.21,191.53,112.12,160.7,59.01,0,0.889,0,0,0.111,0,2,"Danny Espinosa 2017"
"705","Jansen, Danny",643376,2019,384,0.207,0.279,0.36,0.639,0.275,13,93.6,92.81,96.47,95.11,95.61,92.55,75.49,106.08,91.55,88.18,78.24,89.18,0.137,0.228,0.312,0,0.001,0.323,6,"Danny Jansen 2019"
"706","Jansen, Danny",643376,2021,205,0.223,0.299,0.473,0.772,0.329,11,96.3,93.47,97.16,109.21,102.83,101.58,100.72,112.46,123.91,85.37,82.17,157.29,0.658,0.027,0.006,0.001,0.019,0.289,1,"Danny Jansen 2021"
"707","Jansen, Danny",643376,2022,248,0.26,0.339,0.516,0.855,0.364,15,80.13,123.45,107.89,129.99,117.54,112.03,166.88,119.82,94.98,71.69,96.46,207.08,0.209,0,0,0.643,0.005,0.143,4,"Danny Jansen 2022"
"708","Jansen, Danny",643376,2023,301,0.228,0.312,0.474,0.786,0.336,17,91.78,87.97,87.69,100.84,97.93,92.17,126.6,93.55,92.42,87.16,94.83,173.82,0.446,0.237,0.047,0,0.017,0.253,1,"Danny Jansen 2023"
"709","Santana, Danny",542454,2015,277,0.215,0.241,0.291,0.532,0.231,0,124.91,28.01,79.86,61.85,67.74,74.43,8.82,68.44,105.68,137.02,119.56,0,0,0.906,0.094,0,0,0,2,"Danny Santana 2015"
"710","Santana, Danny",542454,2016,248,0.24,0.279,0.326,0.605,0.265,2,109.01,57.25,93.63,84.59,85.91,90.07,59.41,95.58,112.16,132.42,97.59,25.37,0.013,0.699,0.285,0,0,0.003,2,"Danny Santana 2016"
"711","Santana, Danny",542454,2019,511,0.283,0.324,0.534,0.858,0.352,28,134.04,56.14,109.96,115.5,105.72,122.97,121.55,115.63,138.2,132.78,113.88,144.34,0.948,0.001,0,0.002,0.042,0.007,1,"Danny Santana 2019"
"712","Valencia, Danny",502143,2015,378,0.29,0.345,0.519,0.864,0.367,18,108.09,98.03,110.61,121.95,112.37,117.83,178.25,135.72,97.04,104.64,131.33,171.27,0.601,0,0,0.328,0.047,0.023,1,"Danny Valencia 2015"
"713","Valencia, Danny",502143,2016,517,0.287,0.346,0.446,0.792,0.342,17,109.01,94.22,109.44,112.39,108.32,112.38,118.82,115.88,100.12,102.18,134.22,103.43,0.841,0.005,0,0.003,0.037,0.112,1,"Danny Valencia 2016"
"714","Valencia, Danny",502143,2017,500,0.256,0.314,0.411,0.725,0.311,15,116.9,91.29,95.31,89.36,92.67,95.93,85.34,108.73,117.64,96.83,132.9,87.04,0.165,0.748,0.013,0,0.045,0.028,2,"Danny Valencia 2017"
"715","Valencia, Danny",502143,2018,282,0.263,0.316,0.408,0.724,0.31,9,87.71,89.78,113.73,111.69,108.2,107.87,108.38,112.07,77.77,96.28,116.42,101.78,0.566,0.003,0.004,0.001,0.002,0.423,1,"Danny Valencia 2018"
"716","Swanson, Dansby",621020,2017,551,0.232,0.312,0.324,0.636,0.276,6,104.45,122.1,96.1,80.45,90.82,89.57,44.92,94.23,100.49,90.28,102.29,31.59,0.01,0.709,0.244,0,0,0.036,2,"Dansby Swanson 2017"
"717","Swanson, Dansby",621020,2018,533,0.238,0.304,0.395,0.699,0.293,14,106.84,95.53,93.5,88.53,87.88,91.5,57.71,92.94,101.52,111.73,104.71,83.77,0.041,0.767,0.169,0,0.001,0.022,2,"Dansby Swanson 2018"
"718","Swanson, Dansby",621020,2019,545,0.251,0.325,0.422,0.747,0.317,17,103.6,107.71,107.58,109.32,107.25,108.93,129.23,110.32,120.71,85.41,108.58,82.17,0.654,0.013,0.002,0.002,0.033,0.297,1,"Dansby Swanson 2019"
"719","Swanson, Dansby",621020,2021,653,0.248,0.311,0.449,0.76,0.322,27,114.67,90.09,101.19,108.49,102.52,109.46,135.09,107.43,136.81,87.17,111.88,121.2,0.731,0.029,0.001,0.001,0.157,0.081,1,"Dansby Swanson 2021"
"720","Swanson, Dansby",621020,2022,696,0.277,0.329,0.447,0.776,0.337,25,118.16,85.56,106.23,117.27,108.23,118.07,137.58,119.05,137.01,90.12,118.08,122.98,0.781,0.002,0,0.019,0.153,0.045,1,"Dansby Swanson 2022"
"721","Swanson, Dansby",621020,2023,638,0.244,0.328,0.416,0.744,0.325,22,107.38,119.22,102.11,109.7,106.92,108.76,128.97,99.31,135.48,82.28,100.6,106.13,0.625,0.025,0.001,0.002,0.083,0.263,1,"Dansby Swanson 2023"
"722","Ruf, Darin",573131,2015,297,0.235,0.3,0.414,0.714,0.311,12,118.28,90.39,99.83,109.48,104.14,108.49,139.42,122.62,116.98,98.51,126.51,145.32,0.748,0.01,0,0.004,0.201,0.037,1,"Darin Ruf 2015"
"723","Ruf, Darin",573131,2021,312,0.271,0.385,0.519,0.904,0.384,16,124.97,165.54,105.62,122.8,117.65,127.83,168.26,137.12,91.95,71.62,111.88,150.32,0.044,0,0,0.913,0.03,0.014,4,"Darin Ruf 2021"
"724","Ruf, Darin",573131,2022,388,0.204,0.307,0.338,0.645,0.291,11,122.69,141.79,90.53,94.38,99.56,100.77,109.55,104.14,111.68,82.27,110.24,97.07,0.254,0.405,0.006,0,0.18,0.155,2,"Darin Ruf 2022"
"725","Barney, Darwin",446381,2016,306,0.269,0.322,0.373,0.695,0.303,4,77.09,85.88,97.58,80.04,88.71,82,25.9,67.1,88.71,94.19,77.45,41.12,0,0.076,0.918,0,0,0.005,3,"Darwin Barney 2016"
"726","Barney, Darwin",446381,2017,362,0.232,0.275,0.327,0.602,0.263,6,84.8,57.06,89.79,69.42,77.58,73.94,5.99,35.37,69.75,121.22,75,48.09,0,0.039,0.961,0,0,0,3,"Darwin Barney 2017"
"727","Varsho, Daulton",662139,2021,315,0.246,0.318,0.437,0.755,0.322,11,95.41,106.98,99.98,102.53,99.74,98.96,86.5,100.39,101.49,110.32,92.85,102.36,0.474,0.122,0.079,0,0.004,0.321,1,"Daulton Varsho 2021"
"728","Varsho, Daulton",662139,2022,592,0.235,0.302,0.443,0.745,0.323,27,110.92,95.34,88.05,98.96,95.7,97.47,129.94,91.54,118.59,104.11,86.72,156.15,0.49,0.359,0.022,0,0.041,0.088,1,"Daulton Varsho 2022"
"729","Varsho, Daulton",662139,2023,581,0.22,0.285,0.389,0.674,0.293,20,103.37,89.13,92.9,94.37,93.6,94.02,86.37,90.3,97.02,97.97,103.6,105.94,0.153,0.616,0.133,0,0.004,0.094,2,"Daulton Varsho 2023"
